invoice_no,transaction_date,customer_id,description,category,order_city_cleaned,order_postal,state,region,latitude,longitude,quantity,costs,profit_per_unit,baseline_shipping_cost,hypothesis_factor,hypothesis_shipping_cost,profit_before_shipping,profit_after_baseline,profit_after_hypothesis
561226,7/26/2021 10:13,15618,Pet Odor Eliminator,Cleanig Supplies,advance,27006-8543,NC,East,359.412,-804.092,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
561231,7/26/2021 10:20,15855,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,commack,11725,NY,East,408.429,-732.929,2,12,11.7,20.4,0.8,19.2,23.4,3.0,4.2
561236,7/26/2021 10:27,15159,Canned Cat Food,Food,brandywine,20613-5941,MD,East,386.968,-768.477,1,9,10.5,9,1.0,9,10.5,1.5,1.5
561236,7/26/2021 10:27,15159,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,brandywine,20613-5941,MD,East,386.968,-768.477,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
561236,7/26/2021 10:27,15159,Purina Pro Plan Adult Sensitive Skin,Supplements,brandywine,20613-5941,MD,East,386.968,-768.477,2,10,17.5,17.0,0.8,16.0,35.0,18.0,19.0
561236,7/26/2021 10:27,15159,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,brandywine,20613-5941,MD,East,386.968,-768.477,1,20,41.5,20,1.0,20,41.5,21.5,21.5
561242,7/26/2021 11:05,16258,Earth Rated Dog Poop Bags,Disposables,brooklyn,11214,NY,East,406.922,-739.902,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
561242,7/26/2021 11:05,16258,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,brooklyn,11214,NY,East,406.922,-739.902,2,12,11.7,20.4,0.8,19.2,23.4,3.0,4.2
561242,7/26/2021 11:05,16258,Pet Hair Remover,Grooming,brooklyn,11214,NY,East,406.922,-739.902,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
,,16258,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,brooklyn,11214,NY,East,406.922,-739.902,2,10,11.7,17.0,0.8,16.0,23.4,6.4,7.4
,7/26/2021 11:24,,Pet Hair Remover,Grooming,,,,,,,1,5,6.48,5,1.0,5,6.48,1.48,1.48
561247,,16592,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,brilliant,43913-1047,OH,Central,402.648,-806.262,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
561247,7/26/2021 11:38,16592,Sheba Perfect Portions Pat Wet Cat Food,Food,brilliant,43913-1047,OH,Central,402.648,-806.262,4,2.5,2.6,7.75,0.6,6.0,10.4,2.65,4.4
561258,7/26/2021 12:03,15513,NexGard Chew for Dogs,Food,independence,64057,MO,Central,390.911,-944.155,4,7,10.5,21.7,0.6,16.8,42.0,20.3,25.2
561258,7/26/2021 12:03,15513,ProBiotic Supplements for Dogs,Supplements,independence,64057,MO,Central,390.911,-944.155,4,7,7.7,21.7,0.6,16.8,30.8,9.1,14.0
561259,7/26/2021 12:04,12584,UltraSound Dog Barking Deterrent,Electronics,green valley,85614-3142,AZ,West,318.543,-1.109.937,2,5,9.7,8.5,0.8,8.0,19.4,10.9,11.4
561288,7/26/2021 12:26,13379,Earth Rated Dog Poop Bags,Disposables,waterford,95386-9459,CA,West,376.413,-1.207.605,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
561288,7/26/2021 12:26,13379,Pet Grooming Brush,Grooming,waterford,95386-9459,CA,West,376.413,-1.207.605,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
561288,7/26/2021 12:26,13379,UltraSound Dog Barking Deterrent,Electronics,waterford,95386-9459,CA,West,376.413,-1.207.605,1,5,9.7,5,1.0,5,9.7,4.7,4.7
561320,7/26/2021 12:57,16942,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,feasterville trevose,19053-5970,PA,East,40.144,-750.052,1,6,4.48,6,1.0,6,4.48,-1.52,-1.52
561320,7/26/2021 12:57,16942,NexGard Chew for Dogs,Food,feasterville trevose,19053-5970,PA,East,40.144,-750.052,1,7,17.7,7,1.0,7,17.7,10.7,10.7
561320,,16942,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,feasterville trevose,19053-5970,PA,East,40.144,-750.052,1,10,11.7,10,1.0,10,11.7,1.7,1.7
561321,7/26/2021 12:59,13668,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,washington,20005-4051,DC,East,38.895,-770.366,1,10,11.7,10,1.0,10,11.7,1.7,1.7
561322,7/26/2021 13:03,15203,Pet Grooming Brush,Grooming,hagerstown,21740,MD,East,396.419,-777.203,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
561325,7/26/2021 13:46,17596,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,irving,75063-8071,TX,Central,32.814,-969.489,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
561325,7/26/2021 13:46,17596,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,irving,75063-8071,TX,Central,32.814,-969.489,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
561329,7/26/2021 13:57,15044,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,mashpee,2649,MA,East,416.484,-704.811,1,20,41.5,20,1.0,20,41.5,21.5,21.5
561330,7/26/2021 14:03,16019,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,hoboken,07030-8802,NJ,East,407.433,-740.324,2,12,11.7,20.4,0.8,19.2,23.4,3.0,4.2
561330,7/26/2021 14:03,16019,Purina Pro Plan Adult Sensitive Skin,Supplements,hoboken,07030-8802,NJ,East,407.433,-740.324,1,10,24.7,10,1.0,10,24.7,14.7,14.7
561333,7/26/2021 14:27,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,1,20,41.5,20,1.0,20,41.5,21.5,21.5
561352,7/26/2021 14:41,18094,Earth Rated Dog Poop Bags,Disposables,seattle,98146,WA,West,476.038,-1.223.301,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
561352,7/26/2021 14:41,18094,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,seattle,98146,WA,West,476.038,-1.223.301,2,9,8.7,15.3,0.8,14.4,17.4,2.1,3.0
561352,7/26/2021 14:41,18094,Pet Hair Remover,Grooming,seattle,98146,WA,West,476.038,-1.223.301,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
561356,7/26/2021 14:56,14273,Earth Rated Dog Poop Bags,Disposables,ringgold,30736-8771,GA,East,349.159,-851.091,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
,7/26/2021 15:29,17160,Pet Hair Remover,Grooming,wyoming,02898-1225,RI,East,415.154,-717.015,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
561360,7/26/2021 15:37,16133,Rechargeable Pet Nail Grinder,Grooming,westwood,07675-2501,NJ,East,409.912,-740.326,2,5,7.5,8.5,0.8,8.0,15.0,6.5,7.0
561363,7/26/2021 15:42,17238,Pet Hair Remover,Grooming,burbank,57010,SD,Central,427.453,-968.292,1,5,6.48,5,1.0,5,6.48,1.48,1.48
561367,7/26/2021 15:46,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,5,12,46.74,45.6,0.5,30.0,233.7,188.1,203.7
561367,7/26/2021 15:46,,Pet Grooming Brush,Grooming,,,,,,,5,5,25.76,19.0,0.5,12.5,128.8,109.8,116.3
561367,7/26/2021 15:46,,ProBiotic Supplements for Dogs,Supplements,,,,,,,1,7,52.76,7,1.0,7,52.76,45.76,45.76
561369,7/26/2021 16:22,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,19.78,4,1.0,4,19.78,15.78,15.78
561369,7/26/2021 16:22,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,5,12,16.74,45.6,0.5,30.0,83.7,38.1,53.7
561369,7/26/2021 16:22,,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,,,,,,,2,6,4.48,10.2,0.8,9.6,8.96,-1.24,-0.640000000000001
561371,7/26/2021 16:25,,Canned Cat Food,Food,,,,,,,1,9,32.76,9,1.0,9,32.76,23.76,23.76
561371,7/26/2021 16:25,,Dog and Puppy Pads,Disposables,,,,,,,1,5,28.74,5,1.0,5,28.74,23.74,23.74
561371,7/26/2021 16:25,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,19.78,4,1.0,4,19.78,15.78,15.78
561371,7/26/2021 16:25,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,2,12,16.74,20.4,0.8,19.2,33.48,13.08,14.28
561371,7/26/2021 16:25,,Pet Grooming Brush,Grooming,,,,,,,1,5,20.78,5,1.0,5,20.78,15.78,15.78
561371,7/26/2021 16:25,,Sheba Perfect Portions Pat Wet Cat Food,Food,,,,,,,1,2.5,7.28,2.5,1.0,2.5,7.28,4.78,4.78
561371,7/26/2021 16:25,,Templation Soft Cat Treats,Pet Food,,,,,,,1,6,18.78,6,1.0,6,18.78,12.78,12.78
561381,,17920,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,windsor,23487-8912,VA,East,368.085,-767.441,1,20,41.5,20,1.0,20,41.5,21.5,21.5
561383,7/27/2021 8:35,13730,Canned Cat Food,Food,clearwater,33764,FL,East,279.659,-828.001,1,9,10.5,9,1.0,9,10.5,1.5,1.5
561383,7/27/2021 8:35,13730,Pet Odor Eliminator,Cleanig Supplies,clearwater,33764,FL,East,279.659,-828.001,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
561383,7/27/2021 8:35,13730,Sheba Perfect Portions Pat Wet Cat Food,Food,clearwater,33764,FL,East,279.659,-828.001,4,2.5,2.6,7.75,0.6,6.0,10.4,2.65,4.4
561388,7/27/2021 9:32,12753,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,costa mesa,92626-1931,CA,West,336.633,-1.179.033,9,12,6.9,79.2,0.4,43.2,62.1,-17.1,18.9
561389,7/27/2021 9:37,12971,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,mill valley,94941-4128,CA,West,37.906,-122.545,9,12,6.9,79.2,0.4,43.2,62.1,-17.1,18.9
561390,7/27/2021 9:52,17068,Pet Hair Remover,Grooming,pleasant gap,16823-9629,PA,East,,,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
,7/27/2021 9:59,,Earth Rated Dog Poop Bags,Disposables,,,,,,,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
561391,7/27/2021 9:59,16628,Pet Grooming Brush,Grooming,columbus,43229-3655,OH,Central,399.623,-830.007,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
561394,7/27/2021 10:10,17315,UltraSound Dog Barking Deterrent,Electronics,pearland,77584-8720,TX,Central,29.564,-952.864,1,5,9.7,5,1.0,5,9.7,4.7,4.7
561395,7/27/2021 10:29,13999,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,reddick,32686-3726,FL,East,293.666,-821.973,2,12,11.7,20.4,0.8,19.2,23.4,3.0,4.2
561395,7/27/2021 10:29,13999,Pet Hair Remover,Grooming,reddick,32686-3726,FL,East,293.666,-821.973,5,5,6.48,19.0,0.5,12.5,32.4,13.4,19.9
561395,7/27/2021 10:29,13999,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,reddick,32686-3726,FL,East,293.666,-821.973,2,10,11.7,17.0,0.8,16.0,23.4,6.4,7.4
561396,7/27/2021 10:40,13458,Dog and Puppy Pads,Disposables,san dimas,91773,CA,West,341.067,-1.178.067,6,5,9.3,22.5,0.5,15.0,55.8,33.3,40.8
561396,7/27/2021 10:40,13458,Pet Odor Eliminator,Cleanig Supplies,san dimas,91773,CA,West,341.067,-1.178.067,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
561396,7/27/2021 10:40,13458,Rechargeable Pet Nail Grinder,Grooming,san dimas,91773,CA,West,341.067,-1.178.067,1,5,10.5,5,1.0,5,10.5,5.5,5.5
561397,7/27/2021 10:41,16532,ProBiotic Supplements for Dogs,Supplements,staten island,10309-1601,NY,East,406.428,-740.749,80,7,5.9,394.1,0.3,168.0,472.0,77.9,304.0
,7/27/2021 10:52,16767,Rechargeable Pet Nail Grinder,Grooming,mutual,73853,OK,Central,362.314,-991.682,2,5,7.5,8.5,0.8,8.0,15.0,6.5,7.0
561455,7/27/2021 11:58,,Pet Odor Eliminator,Cleanig Supplies,,,,,,,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
,7/27/2021 12:19,14088,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,windermere,34786-6715,FL,East,284.945,-815.346,5,10,6.9,38.0,0.5,25.0,34.5,-3.5,9.5
561463,7/27/2021 12:38,14527,Dog and Puppy Pads,Disposables,homer glen,60491-8689,IL,Central,41.6,-879.381,1,5,11.7,5,1.0,5,11.7,6.7,6.7
561466,7/27/2021 12:50,17243,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,sturgis,57785-2936,SD,Central,444.097,-1.035.091,1,20,41.5,20,1.0,20,41.5,21.5,21.5
561466,,17243,UltraSound Dog Barking Deterrent,Electronics,sturgis,57785-2936,SD,Central,444.097,-1.035.091,1,5,9.7,5,1.0,5,9.7,4.7,4.7
561468,7/27/2021 13:00,,Rechargeable Pet Nail Grinder,Grooming,,,,,,,4,5,7.5,15.5,0.6,12.0,30.0,14.5,18.0
561470,7/27/2021 13:14,12523,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,riverside,35135-1610,AL,East,336.062,-862.044,1,10,11.7,10,1.0,10,11.7,1.7,1.7
561471,7/27/2021 13:14,14911,Pet Grooming Brush,Grooming,edgard,70049-2017,LA,Central,300.433,-905.601,4,5,5.9,15.5,0.6,12.0,23.6,8.1,11.6
561471,7/27/2021 13:14,14911,Rechargeable Pet Nail Grinder,Grooming,edgard,70049-2017,LA,Central,300.433,-905.601,2,5,7.5,8.5,0.8,8.0,15.0,6.5,7.0
561471,7/27/2021 13:14,14911,Sheba Perfect Portions Pat Wet Cat Food,Food,edgard,70049-2017,LA,Central,300.433,-905.601,8,2.5,2.6,14.75,0.4,8.0,20.8,6.05,12.8
561472,7/27/2021 13:15,14911,UltraSound Dog Barking Deterrent,Electronics,edgard,70049-2017,LA,Central,300.433,-905.601,1,5,9.7,5,1.0,5,9.7,4.7,4.7
561473,,15078,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,springfield,01104-2674,MA,East,421.015,-725.898,2,6,4.48,10.2,0.8,9.6,8.96,-1.24,-0.640000000000001
561473,7/27/2021 13:17,15078,Pet Grooming Brush,Grooming,springfield,01104-2674,MA,East,421.015,-725.898,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
561473,7/27/2021 13:17,15078,Pet Hair Remover,Grooming,springfield,01104-2674,MA,East,421.015,-725.898,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
561474,7/27/2021 13:18,14680,Earth Rated Dog Poop Bags,Disposables,elkhart,46514-9151,IN,Central,41.682,-859.767,17,4,5.74,48.8,0.3,20.4,97.58,48.78,77.18
561474,,14680,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,elkhart,46514-9151,IN,Central,41.682,-859.767,17,6,2.74,73.2,0.3,30.6,46.58,-26.62,15.98
561474,7/27/2021 13:18,14680,ProBiotic Supplements for Dogs,Supplements,elkhart,46514-9151,IN,Central,41.682,-859.767,8,7,7.7,41.3,0.4,22.4,61.6,20.3,39.2
561485,7/27/2021 13:42,17841,Canned Cat Food,Food,great falls,22066-1101,VA,East,389.982,-772.883,1,9,10.5,9,1.0,9,10.5,1.5,1.5
561485,7/27/2021 13:42,17841,Dog and Puppy Pads,Disposables,great falls,22066-1101,VA,East,389.982,-772.883,1,5,11.7,5,1.0,5,11.7,6.7,6.7
561485,7/27/2021 13:42,17841,Earth Rated Dog Poop Bags,Disposables,great falls,22066-1101,VA,East,389.982,-772.883,1,4,7.48,4,1.0,4,7.48,3.48,3.48
561485,7/27/2021 13:42,17841,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,great falls,22066-1101,VA,East,389.982,-772.883,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
,7/27/2021 13:42,17841,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,great falls,22066-1101,VA,East,389.982,-772.883,1,6,4.48,6,1.0,6,4.48,-1.52,-1.52
561488,7/27/2021 13:51,,Earth Rated Dog Poop Bags,Disposables,,,,,,,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
,7/27/2021 13:51,16609,Pet Grooming Brush,Grooming,cincinnati,45244-3873,OH,Central,391.015,-845.125,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
561488,7/27/2021 13:51,16609,Pet Hair Remover,Grooming,cincinnati,45244-3873,OH,Central,391.015,-845.125,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
561502,7/27/2021 14:14,14305,Dog and Puppy Pads,Disposables,marietta,30067-5175,GA,East,339.528,-845.496,1,5,11.7,5,1.0,5,11.7,6.7,6.7
561502,,14305,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,marietta,30067-5175,GA,East,339.528,-845.496,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
561502,7/27/2021 14:14,14305,Pet Odor Eliminator,Cleanig Supplies,marietta,30067-5175,GA,East,339.528,-845.496,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
561502,7/27/2021 14:14,14305,Rechargeable Pet Nail Grinder,Grooming,marietta,30067-5175,GA,East,339.528,-845.496,1,5,10.5,5,1.0,5,10.5,5.5,5.5
561507,7/27/2021 14:21,12397,Pet Grooming Brush,Grooming,macomb,48044-2819,MI,Central,426.741,-829.029,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
561507,7/27/2021 14:21,12397,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,macomb,48044-2819,MI,Central,426.741,-829.029,1,20,41.5,20,1.0,20,41.5,21.5,21.5
561507,7/27/2021 14:21,12397,UltraSound Dog Barking Deterrent,Electronics,macomb,48044-2819,MI,Central,426.741,-829.029,1,5,9.7,5,1.0,5,9.7,4.7,4.7
561508,7/27/2021 14:23,16696,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,toledo,43612-2548,OH,Central,416.787,-835.127,4,12,11.7,37.2,0.6,28.8,46.8,9.6,18.0
561511,7/27/2021 15:02,15624,Dog and Puppy Pads,Disposables,biscoe,27209-9600,NC,East,353.601,-797.797,1,5,11.7,5,1.0,5,11.7,6.7,6.7
561512,7/27/2021 15:09,14534,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,lake in the hills,60156-1431,IL,Central,421.817,-883.304,1,6,4.48,6,1.0,6,4.48,-1.52,-1.52
561512,7/27/2021 15:09,14534,Pet Hair Remover,Grooming,lake in the hills,60156-1431,IL,Central,421.817,-883.304,1,5,6.48,5,1.0,5,6.48,1.48,1.48
561513,7/27/2021 15:12,,Dog and Puppy Pads,Disposables,,,,,,,1,5,28.74,5,1.0,5,28.74,23.74,23.74
561513,7/27/2021 15:12,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,19.78,4,1.0,4,19.78,15.78,15.78
561513,7/27/2021 15:12,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,2,12,16.74,20.4,0.8,19.2,33.48,13.08,14.28
561513,7/27/2021 15:12,,Templation Soft Cat Treats,Pet Food,,,,,,,1,6,18.78,6,1.0,6,18.78,12.78,12.78
561514,7/27/2021 15:14,14331,Rechargeable Pet Nail Grinder,Grooming,honolulu,96830,HI,Other,213.045,-1.578.557,1,5,10.5,5,1.0,5,10.5,5.5,5.5
561514,7/27/2021 15:14,14331,UltraSound Dog Barking Deterrent,Electronics,honolulu,96830,HI,Other,213.045,-1.578.557,1,5,9.7,5,1.0,5,9.7,4.7,4.7
,7/27/2021 15:16,,Indoor Pet Camera,Electronics,,,,,,,1,7,28.74,7,1.0,7,28.74,21.74,21.74
561515,7/27/2021 15:16,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,25.74,9,1.0,9,25.74,16.74,16.74
,7/27/2021 15:16,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,4,12,16.74,37.2,0.6,28.8,66.96,29.76,38.16
561515,7/27/2021 15:16,,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,,,,,,,1,6,16.78,6,1.0,6,16.78,10.78,10.78
561515,,,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,,,,,,,1,10,46.74,10,1.0,10,46.74,36.74,36.74
561515,7/27/2021 15:16,,Templation Soft Cat Treats,Pet Food,,,,,,,2,6,18.78,10.2,0.8,9.6,37.56,27.36,27.96
561517,7/27/2021 15:17,18226,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,oconto falls,54154-1602,WI,Central,448.739,-881.429,3,12,11.7,28.8,0.6,21.6,35.1,6.3,13.5
561517,7/27/2021 15:17,18226,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,oconto falls,54154-1602,WI,Central,448.739,-881.429,4,6,4.48,18.6,0.6,14.4,17.92,-0.679999999999996,3.52
561517,7/27/2021 15:17,18226,Pet Grooming Brush,Grooming,oconto falls,54154-1602,WI,Central,448.739,-881.429,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
561517,7/27/2021 15:17,18226,Pet Hair Remover,Grooming,oconto falls,54154-1602,WI,Central,448.739,-881.429,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
561519,,17870,Purina Pro Plan Adult Sensitive Skin,Supplements,oakton,22124-2002,VA,East,388.814,-773.006,1,10,24.7,10,1.0,10,24.7,14.7,14.7
561528,7/28/2021 8:55,13098,Pet Hair Remover,Grooming,quincy,95971-3191,CA,West,399.368,-1.209.472,17,5,4.74,61.0,0.3,25.5,80.58,19.58,55.08
561529,7/28/2021 9:19,13013,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,newark,94560-5326,CA,West,375.297,-1.220.402,2,12,11.7,20.4,0.8,19.2,23.4,3.0,4.2
561530,7/28/2021 9:21,16174,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,carson city,89701,NV,West,391.638,-1.197.674,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
561532,7/28/2021 9:30,15061,Rechargeable Pet Nail Grinder,Grooming,newton,02458-2041,MA,East,423.612,-711.953,12,5,7.5,43.5,0.3,18.0,90.0,46.5,72.0
561534,7/28/2021 9:45,14307,Dog and Puppy Pads,Disposables,ringgold,30736-4644,GA,East,349.159,-851.091,1,5,11.7,5,1.0,5,11.7,6.7,6.7
561534,7/28/2021 9:45,14307,Pet Odor Eliminator,Cleanig Supplies,ringgold,30736-4644,GA,East,349.159,-851.091,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
561537,7/28/2021 9:58,13870,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,miami,33130-4357,FL,East,257.743,-801.937,9,12,6.9,79.2,0.4,43.2,62.1,-17.1,18.9
561584,7/28/2021 10:38,13534,Pet Grooming Brush,Grooming,highlands ranch,80126-7585,CO,Central,395.539,-1.049.694,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
561593,7/28/2021 11:20,16003,UltraSound Dog Barking Deterrent,Electronics,fairfield,07004-1712,NJ,East,408.837,-74.306,1,5,9.7,5,1.0,5,9.7,4.7,4.7
561595,7/28/2021 11:22,12853,Earth Rated Dog Poop Bags,Disposables,huntington park,90255,CA,West,339.817,-1.182.251,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
561595,7/28/2021 11:22,12853,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,huntington park,90255,CA,West,339.817,-1.182.251,4,9,8.7,27.9,0.6,21.6,34.8,6.9,13.2
561595,7/28/2021 11:22,12853,Pet Grooming Brush,Grooming,huntington park,90255,CA,West,339.817,-1.182.251,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
561595,7/28/2021 11:22,12853,Pet Hair Remover,Grooming,huntington park,90255,CA,West,339.817,-1.182.251,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
561599,7/28/2021 11:29,12853,Purina Pro Plan Adult Sensitive Skin,Supplements,huntington park,90255,CA,West,339.817,-1.182.251,1,10,24.7,10,1.0,10,24.7,14.7,14.7
561600,7/28/2021 11:29,,Dog and Puppy Pads,Disposables,,,,,,,1,5,11.7,5,1.0,5,11.7,6.7,6.7
561600,7/28/2021 11:29,15861,Sheba Perfect Portions Pat Wet Cat Food,Food,huntington station,11746-1668,NY,East,408.534,-734.115,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
561601,7/28/2021 11:35,18151,UltraSound Dog Barking Deterrent,Electronics,brookfield,53005-1673,WI,Central,430.606,-881.065,1,5,9.7,5,1.0,5,9.7,4.7,4.7
561603,7/28/2021 12:06,14855,UltraSound Dog Barking Deterrent,Electronics,lancaster,40444-8254,KY,Central,376.195,-84.578,1,5,9.7,5,1.0,5,9.7,4.7,4.7
561607,,17389,Rechargeable Pet Nail Grinder,Grooming,nashville,37214-4251,TN,Central,361.622,-867.744,2,5,10.5,8.5,0.8,8.0,21.0,12.5,13.0
561614,7/28/2021 12:50,13871,Earth Rated Dog Poop Bags,Disposables,miami,33132-1755,FL,East,257.743,-801.937,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
561614,7/28/2021 12:50,13871,Pet Grooming Brush,Grooming,miami,33132-1755,FL,East,257.743,-801.937,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
561614,7/28/2021 12:50,13871,Pet Hair Remover,Grooming,miami,33132-1755,FL,East,257.743,-801.937,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
561614,7/28/2021 12:50,13871,Rechargeable Pet Nail Grinder,Grooming,miami,33132-1755,FL,East,257.743,-801.937,1,5,10.5,5,1.0,5,10.5,5.5,5.5
561614,7/28/2021 12:50,13871,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,miami,33132-1755,FL,East,257.743,-801.937,1,20,41.5,20,1.0,20,41.5,21.5,21.5
561615,7/28/2021 12:57,13319,Pet Odor Eliminator,Cleanig Supplies,stockton,95210-1863,CA,West,379.577,-1.212.908,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
561616,7/28/2021 13:02,15023,Earth Rated Dog Poop Bags,Disposables,goshen,01032-9604,MA,East,424.547,-728.155,1,4,7.48,4,1.0,4,7.48,3.48,3.48
561616,7/28/2021 13:02,15023,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,goshen,01032-9604,MA,East,424.547,-728.155,1,10,11.7,10,1.0,10,11.7,1.7,1.7
561616,7/28/2021 13:02,15023,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,goshen,01032-9604,MA,East,424.547,-728.155,1,20,41.5,20,1.0,20,41.5,21.5,21.5
561617,7/28/2021 13:05,18237,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,schofield,54476-1331,WI,Central,449.097,-896.046,1,20,41.5,20,1.0,20,41.5,21.5,21.5
561626,7/28/2021 14:03,14898,Pet Grooming Brush,Grooming,baton rouge,70815-4214,LA,Central,304.507,-911.546,1,5,5.9,5,1.0,5,5.9,0.9,0.9
